perturbation,suite,source_id,task_description,total,successes,failures,errors,rate,ci95_low,ci95_high,median_action_steps_success,median_action_steps_failure,failure_horizon_exhausted,median_duration_seconds,mean_duration_seconds,p90_duration_seconds,p99_duration_seconds,sum_episode_compute_hours
object,libero_goal,object/libero_goal/put_the_bowl_on_the_plate.bddl,Put the bowl on the plate,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,62.0,300.0,3,5.1386486946139485,5.752073687436059,5.487369376327842,18.356760312356055,0.07988991232550081
object,libero_object,object/libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket.bddl,Pick the tomato sauce and place it in the basket,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,125.0,280.0,3,8.121094804024324,8.732533476380631,10.634086106531322,16.073199274898506,0.12128518717195322
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the cookies box and place it on the plate,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,86.0,220.0,3,6.7939030912239105,7.527408178308979,9.551464635971936,14.73497568686027,0.10454733580984693
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the wooden cabinet and place it on the plate,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,121.0,220.0,3,8.755173860816285,9.203390672551468,10.582101232744753,14.403089609290472,0.12782487045210372
swap(position),libero_spatial,swap(position)/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the ramekin and place it on the plate,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,119.0,220.0,3,9.198668678756803,9.720452238125727,10.312796675693244,15.462631985335612,0.13500628108507953
task,libero_spatial,task/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the top of the cabinet and place it on the plate,50,47,3,0,0.94,0.8378290831116182,0.979385029651026,121.0,220.0,3,9.38944478938356,9.708770660860464,9.994054257264361,15.432233161651528,0.13484403695639532
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_bowl_on_top_of_the_cabinet.bddl,place the bowl on top of the cabinet,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,87.5,300.0,2,6.361932486994192,6.887334914887324,6.982142483536155,17.925749618872068,0.09565742937343505
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_wine_bottle_on_the_rack.bddl,place the wine bottle on the rack,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,143.0,300.0,2,9.280531211057678,9.768209596043453,11.137612634617836,17.66680059724953,0.13566957772282573
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,grab the black bowl beside the cookie box and set it on plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,106.0,220.0,2,8.048339092172682,8.106701634498313,8.654808979760857,15.100036057294346,0.11259307825692101
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate.bddl,lift black bowl from cookie box and put it on plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,87.5,220.0,2,7.180041747400537,7.6429843456763775,8.098321175575256,15.106210433780216,0.10615256035661635
object,libero_goal,object/libero_goal/open_the_middle_drawer_of_the_cabinet.bddl,Open the middle layer of the drawer,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,134.5,300.0,2,8.675468060420826,9.58531859648414,12.849881681893022,17.582965004867873,0.1331294249511686
object,libero_goal,object/libero_goal/put_the_bowl_on_top_of_the_cabinet.bddl,Put the bowl on the top of the drawer,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,115.5,300.0,2,8.314300997182727,8.726425646152347,11.128166802786291,18.203906396958047,0.12120035619656037
object,libero_object,object/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket.bddl,Pick the chocolate pudding and place it in the basket,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,161.0,280.0,2,9.803371066227555,10.584945192392915,13.746926257293673,15.882931171949021,0.14701312767212382
object,libero_object,object/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket.bddl,Pick the cream cheese and place it in the basket,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,133.5,280.0,2,8.257622142555192,8.910937130441889,11.318616514559835,15.836291937399654,0.12376301570058179
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl between the plate and the ramekin and place it on the plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,76.0,220.0,2,5.99008191912435,6.696600563665852,8.810353898629547,14.413607645835716,0.09300834116202572
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate.bddl,Pick the akita black bowl next to the cookies box and place it on the plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,110.0,220.0,2,8.113107735291123,8.468518482772634,8.995161948958412,14.74516237091273,0.11761831226073102
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the stove and place it on the plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,125.0,220.0,2,9.429861140437424,9.85630265972577,10.920548576815055,15.942945329346692,0.13689309249619125
swap(position),libero_spatial,swap(position)/libero_spatial/pick_up_the_black_bowl_between_the_plate_and_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl between the plate and the ramekin and place it on the plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,87.0,220.0,2,7.08022687304765,7.411372933695093,7.786351874563845,14.348174139028412,0.10293573519020963
task,libero_spatial,task/libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl next to the cookie box and place it on the plate,50,48,2,0,0.96,0.8653990931249297,0.9889611156723802,109.0,220.0,2,8.528107391903177,8.829076887080445,9.394089938979596,14.991903656385839,0.12262606787611731
lan(semantic),libero_10,lan(semantic)/libero_10/KITCHEN_SCENE6_put_the_yellow_and_white_mug_in_the_microwave_and_close_it.bddl,place yellow and white mug in microwave and close door,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,264.0,520.0,1,14.93559973500669,15.854102382948621,18.554422119678932,26.72048626726492,0.22019586642984199
lan(semantic),libero_10,lan(semantic)/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket.bddl,place cream cheese box and butter into basket,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,247.0,520.0,1,15.147548409411684,15.60128170718439,16.436563002085315,23.597914124405918,0.21668446815533873
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_bowl_on_the_stove.bddl,place the bowl on the stove,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,85.0,300.0,1,6.146815336542204,6.57325509169139,6.558882893389091,16.663012565011154,0.09129520960682486
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_cream_cheese_in_the_bowl.bddl,place the cream cheese inside the bowl,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,89.0,300.0,1,6.365829286398366,6.759938088264317,7.05477002458647,13.83400530965066,0.09388802900367106
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_alphabet_soup_and_place_it_in_the_basket.bddl,grab alphabet soup and put it into basket,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,145.0,280.0,1,9.474085334921256,10.032624240051955,12.452389229461552,16.050572981433938,0.13934200333405494
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket.bddl,pick up bbq sauce and put it into basket,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,125.0,280.0,1,8.154920543543994,8.662970665041357,10.271142215421424,13.474406423526805,0.1203190370144633
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,lift the black bowl from the table center and put it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,96.0,220.0,1,7.718942339997739,7.757703919475898,8.187684231624006,10.968322612890034,0.10774588777049858
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,take black bowl next to ramekin and place on plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,109.0,220.0,1,8.307641471270472,8.52516030220315,8.72488849805668,13.898735263808625,0.11840500419726595
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,grab black bowl on ramekin and set it on plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,95.0,220.0,1,7.71497607184574,7.846467349240556,8.003646198706702,12.916118764621196,0.10897871318389661
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate.bddl,lift bowl from stove and set on plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,122.0,220.0,1,9.575972436927259,9.839479881022125,10.807369070267304,13.968285342990416,0.13665944279197398
lan(semantic),libero_spatial,lan(semantic)/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,lift bowl from cabinet and put on plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,121.0,220.0,1,9.050567959900945,9.074857949893921,9.672574549913406,12.41609337404835,0.1260396937485267
object,libero_10,object/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,put the white mug on the left plate and put the yellow and white mug on the right plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,237.0,520.0,1,14.404906255658716,14.668761083874852,15.141714235860857,22.550076209139053,0.20373279283159515
object,libero_10,object/libero_10/LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate_and_put_the_chocolate_pudding_to_the_right_of_the_plate.bddl,put the white mug on the plate and put the chocolate pudding to the right of the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,216.0,520.0,1,12.786711586872116,13.69718001756817,15.660592119814828,28.168558401893826,0.1902386113551135
object,libero_goal,object/libero_goal/push_the_plate_to_the_front_of_the_stove.bddl,Push the plate to the front of the stove,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,129.0,300.0,1,8.49746867455542,8.949316135849804,11.561032825149598,15.941755541446613,0.12429605744235839
object,libero_goal,object/libero_goal/put_the_bowl_on_the_stove.bddl,Put the bowl on the stove,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,76.0,300.0,1,6.172489348100498,6.722956638270989,7.5984046199359,15.58722830728161,0.09337439775376374
object,libero_goal,object/libero_goal/put_the_wine_bottle_on_the_rack.bddl,Put the wine bottle on the rack,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,151.0,300.0,1,9.655825841473415,9.880698960432783,11.127546044299379,16.543185406196855,0.13723193000601086
object,libero_object,object/libero_object/pick_up_the_bbq_sauce_and_place_it_in_the_basket.bddl,Pick the bbq sauce and place it in the basket,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,128.0,280.0,1,8.087588190101087,8.696874921694398,10.706286443257703,15.702247627177275,0.12078992946797774
object,libero_object,object/libero_object/pick_up_the_milk_and_place_it_in_the_basket.bddl,Pick the milk and place it in the basket,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,131.0,280.0,1,8.12105805776082,8.305514043476432,8.715272827912122,14.58426944392733,0.11535436171495045
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,Pick the akita black bowl next to the plate and place it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,95.0,220.0,1,7.203787650447339,7.523408441320061,7.765022155735642,13.323687653173685,0.10449178390722308
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the ramekin and place it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,95.0,220.0,1,7.289152825018391,7.6720406836736945,8.992384060518816,12.33299151284619,0.1065561206065791
swap(position),libero_spatial,swap(position)/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,Pick the akita black bowl from table center and place it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,84.0,220.0,1,7.058152780868113,7.359821403101087,7.639027218194679,14.920124359219333,0.10221974170973731
task,libero_spatial,task/libero_spatial/pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the cookie box and place it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,83.0,220.0,1,7.118179357144982,7.645400845678523,9.677272743964568,13.414709958075537,0.10618612285664615
task,libero_spatial,task/libero_spatial/pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate.bddl,Pick the akita black bowl on the stove and place it on the plate,50,49,1,0,0.98,0.8950455641036219,0.9964607407283539,120.0,220.0,1,9.55334550444968,9.756074907230213,10.22222481146455,13.94207827390171,0.1355010403781974
lan(semantic),libero_10,lan(semantic)/libero_10/KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet_and_close_it.bddl,put black bowl inside bottom drawer and close it,50,50,0,0,1.0,0.9286524008666414,1.0,220.0,,0,12.622585348319262,13.06029378177598,14.362064328603449,17.720833794493224,0.18139296919133308
lan(semantic),libero_10,lan(semantic)/libero_10/LIVING_ROOM_SCENE1_put_both_the_alphabet_soup_and_the_cream_cheese_box_in_the_basket.bddl,put alphabet soup and cream cheese box in basket,50,50,0,0,1.0,0.9286524008666414,1.0,259.0,,0,14.667443632148206,14.79463174368255,15.899813621351495,17.234422393343408,0.2054809964400354
lan(semantic),libero_10,lan(semantic)/libero_10/LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate_and_put_the_yellow_and_white_mug_on_the_right_plate.bddl,place white mug on left plate and yellow-white mug on right plate,50,50,0,0,1.0,0.9286524008666414,1.0,232.0,,0,14.432147513143718,14.500442203674465,15.197859998140485,17.463845736365766,0.2013950306065898
lan(semantic),libero_10,lan(semantic)/libero_10/STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy.bddl,pick up the book and place in back compartment,50,50,0,0,1.0,0.9286524008666414,1.0,177.5,,0,10.16329870116897,10.468395621581003,11.948046229593457,17.297633080640807,0.14539438363306947
lan(semantic),libero_goal,lan(semantic)/libero_goal/open_the_middle_drawer_of_the_cabinet.bddl,open the cabinet’s middle drawer,50,50,0,0,1.0,0.9286524008666414,1.0,122.5,,0,8.049926392966881,8.418476893901826,9.152655625063925,13.697916023596186,0.1169232901930809
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_bowl_on_the_plate.bddl,place the bowl on top of the plate,50,50,0,0,1.0,0.9286524008666414,1.0,74.0,,0,5.58554349699989,5.677834517192095,5.885633633844554,7.638423501844512,0.07885881273877911
lan(semantic),libero_goal,lan(semantic)/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet.bddl,place the wine bottle on top of the cabinet,50,50,0,0,1.0,0.9286524008666414,1.0,89.0,,0,6.501459490507841,6.545403149845079,6.8895449164789175,7.060828761635348,0.09090837708118164
lan(semantic),libero_goal,lan(semantic)/libero_goal/turn_on_the_stove.bddl,switch on the stove,50,50,0,0,1.0,0.9286524008666414,1.0,76.0,,0,5.59445605869405,5.657229969631881,5.9669317164924,7.415218102433716,0.07857263846710945
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_butter_and_place_it_in_the_basket.bddl,grab butter and put it into basket,50,50,0,0,1.0,0.9286524008666414,1.0,147.0,,0,9.1459158975631,9.221234464580194,9.935746217146516,10.60710646752268,0.12807270089694714
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_chocolate_pudding_and_place_it_in_the_basket.bddl,lift chocolate pudding and put it in basket,50,50,0,0,1.0,0.9286524008666414,1.0,155.0,,0,9.473027979023755,9.511728327963501,11.221837260527536,11.89660112374462,0.13210733788838197
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket.bddl,grab cream cheese and put into basket,50,50,0,0,1.0,0.9286524008666414,1.0,128.0,,0,8.155818327562883,8.390158104319125,8.822596048144623,13.073286407859989,0.11652997367109896
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket.bddl,lift ketchup and put it in basket,50,50,0,0,1.0,0.9286524008666414,1.0,141.0,,0,9.01532353903167,9.033307823203504,9.570094530796633,9.739449849938973,0.1254626086556042
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_milk_and_place_it_in_the_basket.bddl,grab milk and put into basket,50,50,0,0,1.0,0.9286524008666414,1.0,130.0,,0,8.181399956578389,8.36731880923733,8.900563758518548,10.6174151461618,0.11621276123940738
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket.bddl,pick orange juice and put into basket,50,50,0,0,1.0,0.9286524008666414,1.0,123.0,,0,7.89624532405287,7.857030623480678,8.278117860667408,10.137583095557051,0.10912542532612052
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket.bddl,grab salad dressing and put into basket,50,50,0,0,1.0,0.9286524008666414,1.0,120.5,,0,8.02990779816173,8.020061365747825,8.423132132738829,9.025894763590767,0.111389741190942
lan(semantic),libero_object,lan(semantic)/libero_object/pick_up_the_tomato_sauce_and_place_it_in_the_basket.bddl,pick tomato sauce and put it in basket,50,50,0,0,1.0,0.9286524008666414,1.0,129.0,,0,8.264373182319105,8.867069427426905,11.178174625569955,13.562419254728592,0.1231537420475959
object,libero_10,object/libero_10/LIVING_ROOM_SCENE2_put_both_the_cream_cheese_box_and_the_butter_in_the_basket.bddl,put both the cream cheese box and the butter in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,251.5,,0,15.218467222293839,15.453049326911568,16.204753768164665,18.310837958431804,0.214625685095994
object,libero_goal,object/libero_goal/put_the_wine_bottle_on_top_of_the_cabinet.bddl,Put the wine bottle on the top of the drawer,50,50,0,0,1.0,0.9286524008666414,1.0,92.5,,0,6.718367421301082,6.719309082208201,7.051585918152705,7.331493816641159,0.09332373725289168
object,libero_goal,object/libero_goal/turn_on_the_stove.bddl,Turn on the stove,50,50,0,0,1.0,0.9286524008666414,1.0,75.0,,0,5.3572513500694185,5.114622462941334,5.68034646497108,5.774960565208457,0.07103642309640741
object,libero_object,object/libero_object/pick_up_the_butter_and_place_it_in_the_basket.bddl,Pick the butter and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,152.0,,0,9.040260546142235,8.992490685759112,10.349952614726497,12.971275711529884,0.12489570396887656
object,libero_object,object/libero_object/pick_up_the_ketchup_and_place_it_in_the_basket.bddl,Pick the ketchup and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,141.0,,0,8.919591751415282,8.924222200829536,9.553703975956886,10.060627585616892,0.12394753056707689
object,libero_object,object/libero_object/pick_up_the_orange_juice_and_place_it_in_the_basket.bddl,Pick the orange juice and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,128.5,,0,8.113444536924362,8.135147106684745,8.820940601732582,8.962844615569338,0.11298815425951034
object,libero_object,object/libero_object/pick_up_the_salad_dressing_and_place_it_in_the_basket.bddl,Pick the salad dressing and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,119.0,,0,7.653533119242638,7.713870101403445,8.070427535288037,8.261534144259057,0.10713708474171452
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate.bddl,Pick the akita black bowl from table center and place it on the plate,50,50,0,0,1.0,0.9286524008666414,1.0,97.0,,0,7.206568387104198,7.223271944727749,7.610888666752725,7.985418036198243,0.10032322145455207
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate.bddl,Pick the akita black bowl in the top layer of the wooden cabinet and place it on the plate,50,50,0,0,1.0,0.9286524008666414,1.0,128.5,,0,9.461985955014825,9.55105196482502,10.041090571042151,11.433442911393936,0.1326534995114586
object,libero_spatial,object/libero_spatial/pick_up_the_black_bowl_next_to_the_ramekin_and_place_it_on_the_plate.bddl,Pick the akita black bowl next to the ramekin and place it on the plate,50,50,0,0,1.0,0.9286524008666414,1.0,108.0,,0,7.8490509036928415,7.811330203078687,8.230687915207819,8.452459065853617,0.10849069726498177
swap(position),libero_goal,swap(position)/libero_goal/turn_on_the_stove.bddl,Turn on the stove,50,50,0,0,1.0,0.9286524008666414,1.0,100.0,,0,6.675439964979887,6.739489073539152,7.444413046305999,7.930673267222009,0.09360401491026601
swap(position),libero_object,swap(position)/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket.bddl,Pick the cream cheese and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,148.0,,0,9.135181768331677,9.31772363455966,9.721362885506824,11.395593574349768,0.12941282825777306
swap(position),libero_spatial,swap(position)/libero_spatial/pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate.bddl,Pick the akita black bowl next to the plate and place it on the plate,50,50,0,0,1.0,0.9286524008666414,1.0,122.0,,0,9.355062088696286,9.30993083819747,9.721029739640652,10.901985664349047,0.12930459497496485
task,libero_object,task/libero_object/pick_up_the_cream_cheese_and_place_it_in_the_basket.bddl,Pick the alphabet soup and place it in the basket,50,50,0,0,1.0,0.9286524008666414,1.0,146.5,,0,9.428249999182299,9.76528200365603,11.11923957769759,14.433095929999833,0.13562891671744487
